Loc PackedFile
Key	Text	Tooltip
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_talrennicdlc05_wef_glade_lord_fem	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_the_tricksters_masquedlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_elder_speakerdlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_threllockdlc05_wef_glade_lord_fem	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_druthandordlc05_wef_glade_lord	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_warden_of_the_wildwooddlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_delliandradlc05_wef_glade_lord	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_herald_of_the_huntdlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_druthandordlc05_wef_glade_lord_fem	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_starlight_craftsmandlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_delliandradlc05_wef_glade_lord_fem	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_elf_protector_of_the_oakdlc05_wef_ancient_treeman	[[col:red]]Treemen are not permitted to hold positions on the Elven Council![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_talrennicdlc05_wef_glade_lord	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
ministerial_positition_to_subtype_restrictions_localised_restriction_reason_wh_dlc05_minister_wef_tree_ancient_of_threllockdlc05_wef_glade_lord	[[col:red]]Elves are not permitted to join the Gathering of the Ancients![[/col]]
 	true
