character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_death_warhorse			4	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_death_pegasus			16	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_metal_warhorse			4	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_metal_pegasus			16	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_wef_spellweaver_elven_steed			4	false	false	false	0	0
mount_unicorn.png	wh_main_skill_mount_wef_spellweaver_unicorn			8	false	false	false	0	0
mount_great_eagle.png	wh_main_skill_mount_wef_spellweaver_great_eagle			12	false	false	false	0	0
spellweaver_ancient_protection.png	wh_main_skill_wef_spellweaver_ancients_protection			0	false	false	false	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers			0	false	false	false	0	0
icon_stat_damage_character.png	wh_main_skill_wef_shadowdancers_whirling_death			10	false	false	false	0	0
poison_character.png	wh_main_skill_wef_shadowdancers_storm_of_blades			10	false	false	false	0	0
ward_save.png	wh_main_skill_wef_shadowdancers_talismanic_tattoos			11	false	false	false	0	0
icon_stat_health_character.png	wh_main_skill_wef_shadowdancers_shadows_coil			10	false	false	false	0	0
campaign_movement.png	wh_main_skill_wef_shadowdancers_pathfinder			15	false	false	false	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard			0	false	false	false	0	0
icon_stat_melee.png	wh2_main_skill_all_magic_light_dummy_shems_burning_gaze_light_of_battle			0	false	false	false	0	0
wh_main_spell_light_light_of_battle.png	wh_main_skill_all_magic_light_04_light_of_battle_lord			0	false	false	false	0	0
wh_main_spell_light_banishment.png	wh_main_skill_all_magic_light_09_banishment_lord			0	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_lord_beasts_warhorse			4	false	false	false	0	0
mount_imperial_griffon.png	wh_main_skill_mount_emp_cha_wizard_lord_beasts_griffon			18	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_lord_beasts_pegasus			12	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_lord_light_warhorse			1	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_lord_light_pegasus			2	false	false	false	0	0
mount_war_altar.png	wh_main_skill_mount_emp_cha_wizard_lord_light_luminark			2	false	false	false	0	0
icon_stat_defence.png	wh_main_skill_all_emp_battle_elite_regiments			0	false	false	false	0	0
icon_stat_ranged_damage.png	wh_main_skill_all_emp_battle_veteran_marksmen			0	false	false	false	0	0
icon_stat_ammo.png	wh_main_skill_all_emp_battle_gunnery_schools_finest			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_all_emp_battle_heroic_knightly_orders			0	false	false	false	0	0
icon_stat_attack.png	wh_main_skill_all_emp_battle_divine_sanction			0	false	false	false	0	0
icon_stat_ammo.png	wh_main_skill_all_emp_battle_colleges_finest			0	false	false	false	0	0
exorcism.png	wh_main_skill_all_magic_light_03_exorcism_lord			0	false	false	false	0	0
wh_dlc03_lore_passive_wild_heart.png	wh_dlc03_skill_magic_beasts_wild_heart_lord			0	false	false	false	0	0
kindleflame.png	wh_main_skill_all_magic_fire_04_kindleflame_lord			0	false	false	false	0	0
agent.png	wh_main_skill_all_emp_campaign_magister			19	false	false	false	0	0
technology.png	wh_main_skill_all_emp_campaign_scholar			0	false	false	false	0	0
mount_wyvern.png	wh_main_skill_mount_grn_savage_orc_warboss_wyvern			14	false	false	false	0	0
mount_war_boar.png	wh_main_skill_mount_grn_savage_orc_warboss_boar			1	false	false	false	0	0
icon_stat_attack.png	wh_main_skill_grn_army_real_savages			0	false	false	false	0	0
icon_stat_damage.png	wh_main_skill_grn_army_da_savage_boyz			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_grn_army_brutish_beasts			0	false	false	false	0	0
icon_stat_speed.png	wh_main_skill_grn_army_da_red_wuns_go_fasta			0	false	false	false	0	0
icon_stat_ranged_damage.png	wh_main_skill_grn_army_shoot_fasta			0	false	false	false	0	0
mount_war_boar.png	wh_main_skill_mount_grn_savage_orc_shaman_boar			4	false	false	false	0	0
mount_wyvern.png	wh_main_skill_mount_grn_savage_orc_shaman_wyvern			17	false	false	false	0	0
trait_greenskins.png	wh_main_skill_grn_innate_moar_paint			0	true	false	false	3	0
trait_greenskins.png	wh_main_skill_grn_innate_savage_danca			0	true	false	false	3	0
icon_stat_morale.png	wh_main_skill_grn_army_tunneling_thingy			5	false	false	false	0	0
mount_war_boar.png	wh_main_skill_mount_grn_orc_great_shaman_boar			4	false	false	false	0	0
mount_wyvern.png	wh_main_skill_mount_grn_orc_great_shaman_wyvern			17	false	false	false	0	0
icon_stat_damage.png	wh_main_skill_grn_army_da_bigger_da_better			0	false	false	false	0	0
icon_stat_speed.png	wh_main_skill_grn_army_da_red_wuns_go_fasta_normal			0	false	false	false	0	0
icon_stat_ranged_damage.png	wh_main_skill_grn_army_shoot_fasta_normal			0	false	false	false	0	0
item_weapon1.png	wh_main_skill_dwf_slayer_special_giant_slayer			1	false	false	false	0	0
item_weapon2.png	wh_main_skill_dwf_slayer_special_dragon_slayer			14	false	false	false	0	0
item_weapon3.png	wh_main_skill_dwf_slayer_special_daemon_slayer			24	false	false	false	0	0
general_ability.png	wh_main_skill_dwf_slayer_self_slayer_cult			0	false	false	false	0	0
forgefire_character.png	wh_main_skill_dwf_slayer_self_runic_axes			0	false	false	false	0	0
icon_stat_speed_character.png	wh_main_skill_dwf_slayer_self_agile			0	false	false	false	0	0
damage_character_chaos.png	wh_main_skill_dwf_slayer_self_fighting_vs_chaos			0	false	false	false	0	0
damage_character_vampires.png	wh_main_skill_dwf_slayer_self_fighting_vs_vampires			0	false	false	false	0	0
damage_character_greenskins.png	wh_main_skill_dwf_slayer_self_fighting_vs_greenskins			0	false	false	false	0	0
damage_character_elves.png	wh_main_skill_dwf_slayer_self_fighting_vs_elves			0	false	false	false	0	0
army_character.png	wh_main_skill_dwf_slayer_self_slayers_of_legend			0	false	false	false	0	0
damage_character_skaven.png	wh_main_skill_dwf_slayer_self_fighting_vs_skaven			0	false	false	false	0	0
wh_main_lord_abilities_deathblow.png	wh_main_skill_dwf_slayer_self_deathblow			0	false	false	false	0	0
wound_time_character.png	wh_main_skill_dwf_slayer_self_immortality			34	false	false	false	0	0
icon_stat_melee.png	wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer			0	false	false	false	0	0
bst_doombull_slaughterers_call.png	wh_main_skill_bst_doombull_slaughterers_call			5	false	false	false	0	0
icon_stat_attack_character.png	wh_main_skill_bst_doombull_the_unrelenting_warherd			0	false	false	false	0	0
icon_stat_armour_character.png	wh_main_skill_bst_doombull_strength_of_the_land			0	false	false	false	0	0
icon_stat_morale.png	wh_main_skill_bst_doombull_followers_of_destruction			0	false	false	false	0	0
icon_stat_damage_character.png	wh_main_skill_bst_doombull_the_bloodcallers			0	false	false	false	0	0
army_character.png	wh_main_skill_bst_doombull_fathers_of_rage			0	false	false	false	0	0
icon_stat_damage.png	wh_main_skill_bst_doombull_consumed_by_bloodgreed			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_bst_doombull_thunderous_hooves			0	false	false	false	0	0
icon_stat_attack.png	wh_main_skill_bst_doombull_will_of_the_dark_ones			0	false	false	false	0	0
item_enchanted_item.png	wh_main_skill_bst_doombull_weapon_choice_shield			1	false	false	false	0	0
item_weapon.png	wh_main_skill_bst_doombull_weapon_choice_dual_wield			1	false	false	false	0	0
icon_stat_speed.png	wh_main_skill_bst_doombull_fuelled_by_blood			5	false	false	false	0	0
general_ability_battle.png	wh_main_skill_bst_doombull_voice_of_the_dark_gods			9	false	false	false	0	0
replenishment.png	wh_main_skill_bst_doombull_unholy_resilience			15	false	false	false	0	0
wh_main_character_abilities_blood_lust.png	wh_main_skill_bst_doombull_blood_lust			0	false	false	false	0	0
icon_stat_ranged_damage.png	wh_main_skill_wef_weaver_rain_of_spines			0	false	false	false	0	0
icon_stat_attack.png	wh_main_skill_wef_weaver_shield_of_the_forest			0	false	false	false	0	0
icon_stat_armour.png	wh_main_skill_wef_weaver_the_skewering_branch			0	false	false	false	0	0
icon_stat_damage.png	wh_main_skill_wef_weaver_hunters_of_the_forest			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_wef_highweaver_starting_spells			0	false	false	false	0	0
wh2_main_spell_high_magic_hand_of_glory.png	wh_main_skill_high_magic_hand_of_glory_lord			0	false	false	false	0	0
wh2_main_spell_high_magic_fiery_convocation.png	wh_main_skill_high_magic_fiery_convocation_lord			0	false	false	false	0	0
wh_main_spell_light_light_of_battle.png	wh_main_skill_light_magic_light_of_battle_lord			0	false	false	false	0	0
wh_main_spell_light_banishment.png	wh_main_skill_light_magic_banishment_lord			0	false	false	false	0	0
wh_dlc05_spell_life_awakening_of_the_wood.png	wh_main_skill_life_magic_awakening_of_the_wood_lord			0	false	false	false	0	0
darkweaver_creeping_madness.png	wh_main_skill_darkweaver_synergy_1			0	false	false	false	0	0
darkweaver_wrath_of_the_woods.png	wh_main_skill_darkweaver_synergy_2			0	false	false	false	0	0
