character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
icon_stat_charge_bonus.png	wh_main_skill_vmp_necrarch_starting_spells			0	false	false	false	0	0
replenishment_character.png	wh2_skill_vmp_necrarch_the_awakening			12	false	false	false	0	0
army_character.png	wh2_skill_vmp_necrarch_dark_acolyte			9	false	false	false	0	0
wh_dlc04_technology_character.png	wh2_skill_vmp_necrarch_unholy_cynosure			12	false	false	false	0	0
regenerate.png	wh2_skill_vmp_necrarch_master_of_the_black_arts			19	false	false	false	0	0
magic_cooldown_character.png	wh2_skill_vmp_necrarch_forbidden_lore			9	false	false	false	0	0
vampiric_corruption_character.png	wh2_skill_vmp_necrarch_lord_of_the_scourge			12	false	false	false	0	0
wh_dlc04_experience_character.png	wh2_skill_vmp_necrarch_thrall_master			12	false	false	false	0	0
wh2_dlc09_character_passive_befalling_curse.png	wh2_skill_vmp_necrarch_nehekharas_noble_blood			19	false	false	false	0	0
vmp_chariots.png	wh2_skill_vmp_necrarch_battle_evocation_of_death			0	false	false	false	0	0
vmp_wolfys.png	wh2_skill_vmp_necrarch_battle_slavering_charge			0	false	false	false	0	0
vmp_spectres.png	wh2_skill_vmp_necrarch_battle_soul_reapers			0	false	false	false	0	0
vmp_skellingtons.png	wh2_skill_vmp_necrarch_battle_barrow_guardians			0	false	false	false	0	0
mount_barded_nightmare.png	wh_main_skill_mount_vmp_necrarch_barded_nightmare			8	false	false	false	0	0
mount_hellsteed.png	wh_main_skill_mount_vmp_necrarch_hellsteed			13	false	false	false	0	0
mount_zombie_dragon.png	wh_main_skill_mount_vmp_necrarch_zombie_dragon			24	false	false	false	0	0
master_of_the_dead.png	wh2_skill_vmp_necrarch_master_of_the_dead			3	false	false	false	0	0
technology.png	wh2_skill_vmp_necrarch_ancient_wisdom			0	false	false	false	0	0
replenishment.png	wh2_skill_vmp_necrarch_undying_horde			0	false	false	false	0	0
military_spending.png	wh2_skill_vmp_necrarch_uncanny_prescience			0	false	false	false	0	0
experience.png	wh2_skill_vmp_necrarch_lord_of_the_undeath			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_vmp_vampire_countess_starting_spells			0	false	false	false	0	0
mixu_sword.png	wh2_skill_vmp_vampire_countess_quickblood			11	false	false	false	0	0
innocence_lost.png	wh2_skill_vmp_vampire_countess_innocence_lost			11	false	false	false	0	0
plots_within_plots.png	wh2_skill_vmp_vampire_countess_plots_within_plots			14	false	false	false	0	0
icon_stat_speed_character.png	wh2_skill_vmp_vampire_countess_the_dead_walk_fast			14	false	false	false	0	0
seduction.png	wh2_skill_vmp_vampire_countess_seduction			0	false	false	false	0	0
mount_barded_nightmare.png	wh_main_skill_mount_vmp_vampire_countess_barded_nightmare			6	false	false	false	0	0
mount_hellsteed.png	wh_main_skill_mount_vmp_vampire_countess_hellsteed			11	false	false	false	0	0
mount_cauldron_of_blood.png	wh_main_skill_mount_vmp_vampire_countess_coven_throne			24	false	false	false	0	0
wh_main_hero_abilities_immortal_will.png	wh2_skill_vmp_vampire_countess_immortal_will			7	false	false	false	0	0
mixu_domination.png	wh2_skill_vmp_vampire_countess_domination			0	false	false	false	0	0
mixu_beguile.png	wh2_skill_vmp_vampire_countess_beguile			0	false	false	false	0	0
mixu_beguile.png	wh2_skill_vmp_vampire_countess_at_dawn_they_sleep			0	false	false	false	0	0
vmp_flying_monsters.png	wh2_skill_vmp_vampire_countess_midnights_children			0	false	false	false	0	0
vmp_ground_monsters.png	wh2_skill_vmp_vampire_countess_the_ravening_beast			0	false	false	false	0	0
icon_stat_speed_character.png	wh2_skill_vmp_vampire_countess_supernatural_speed			0	false	false	false	0	0
technology.png	wh2_skill_vmp_vampire_countess_blood_is_power			0	false	false	false	0	0
diplo_relations.png	wh2_skill_vmp_vampire_countess_loyal_handmaidens			0	false	false	false	0	0
disaster.png	wh2_skill_vmp_vampire_countess_shadow_in_the_night			0	false	false	false	0	0
icon_stat_charge_bonus.png	wh_main_skill_vmp_vampire_countess_shadow_starting_spells			0	false	false	false	0	0
mixu_sword.png	wh2_skill_vmp_blood_knight_blademaster			0	false	false	false	0	0
mixu_vampire_knights.png	wh2_skill_vmp_blood_knight_doomrider			0	false	false	false	0	0
icon_stat_damage_character.png	wh2_skill_vmp_blood_knight_strength_of_steel			0	false	false	false	0	0
regenerate.png	wh2_skill_vmp_blood_knight_unholy_regeneration			0	false	false	false	0	0
icon_stat_charge_bonus_character.png	wh2_skill_vmp_blood_knight_might_of_arm			0	false	false	false	0	0
mixu_honour_or_death.png	wh2_skill_vmp_blood_knight_honour_or_death			0	false	false	false	0	0
frenzy_character.png	wh2_skill_vmp_blood_knight_avatar_of_death			9	false	false	false	0	0
icon_stat_defence.png	wh2_skill_vmp_blood_knight_battle_dread_knights			0	false	false	false	0	0
vmp_skellingtons.png	wh2_skill_vmp_blood_knight_battle_ancient_warriors			0	false	false	false	0	0
mixu_vampire_knights_battle.png	wh2_skill_vmp_blood_knight_battle_mighty_disciples			0	false	false	false	0	0
mount_barded_nightmare.png	wh_main_skill_mount_blood_knight_lord_barded_nightmare			6	false	false	false	0	0
siege_attack.png	wh2_skill_vmp_blood_knight_campaign_wall_breaker			0	false	false	false	0	0
mount_barded_nightmare.png	wh_main_skill_mount_vmp_vampire_countess_shadow_barded_nightmare			6	false	false	false	0	0
