character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
trait_vampire_counts.png	wh2_innate_necrarch_arcane_knowledge			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_seeker_of_the_prophecy			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_scavenger			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_thinker			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_engulfed_by_flames			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_infamous			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_ghoul_lover			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_necrarch_corrupted_by_warpstone			0	true	false	false	5	0
trait_vampire_counts.png	wh2_innate_necrarch_spectral_form			0	true	false	false	5	0
trait_vampire_counts.png	wh2_innate_vampire_hunter_in_the_dark			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_vampire_night_creature			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_vampire_swiftness			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_vampire_defy_the_dawn			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_vampire_countess_spectral_form			0	true	false	false	5	0
trait_vampire_counts.png	wh2_innate_blood_knight_iron_sinews			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_blood_knight_walking_death			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_blood_knight_infinite_hatred			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_blood_knight_dread_knight			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_blood_knight_master_of_dark_creatures			0	true	false	false	10	0
trait_vampire_counts.png	wh2_innate_blood_knight_wolf_kin			0	true	false	false	10	0
trait_chaos.png	wh2_innate_shaggoth_champion_hates_humans			0	true	false	false	10	0
trait_chaos.png	wh2_innate_shaggoth_champion_frostbitten			0	true	false	false	10	0
trait_chaos.png	wh2_innate_shaggoth_champion_mark_of_khorne			0	true	false	false	10	0
trait_chaos.png	wh2_innate_shaggoth_champion_mark_of_nurgle			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_lord_hates_humans			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_lord_booze_cravings			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_lord_nurgles_foul_stink			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_lord_cruel			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_lord_resilient			0	true	false	false	10	0
trait_norsca.png	wh2_innate_nor_shaman_sorcerer_primed			0	true	false	false	10	0
