campaign_character_art_sets_tables	6
agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
wizard	wh2_main_art_set_emp_wizard_death_1				false	true	emp_wizard_death	1
wizard	wh2_main_art_set_emp_wizard_death_2				false	true	emp_wizard_death	1
wizard	wh2_main_art_set_emp_wizard_death_3				false	true	emp_wizard_death	1
wizard	wh2_main_art_set_emp_wizard_death_4				false	true	emp_wizard_death	1
wizard	wh2_main_art_set_emp_wizard_death_5				false	true	emp_wizard_death	1
wizard	wh2_main_art_set_emp_wizard_metal_1				false	true	emp_wizard_metal	1
wizard	wh2_main_art_set_emp_wizard_metal_2				false	true	emp_wizard_metal	1
champion	wh2_main_art_set_wef_shadowdancer_1				false	true	wef_shadowdancer	1
champion	wh2_main_art_set_wef_shadowdancer_2				false	true	wef_shadowdancer	1
champion	wh2_main_art_set_wef_shadowdancer_3				false	true	wef_shadowdancer	1
champion	wh2_main_art_set_wef_shadowdancer_4				false	true	wef_shadowdancer	1
champion	wh2_main_art_set_wef_shadowdancer_5				false	true	wef_shadowdancer	1
general	wh2_main_art_set_emp_wizard_lord_beasts_1				false	true	emp_wizard_lord_beasts	1
general	wh2_main_art_set_emp_wizard_lord_beasts_2				false	true	emp_wizard_lord_beasts	1
general	wh2_main_art_set_emp_wizard_lord_light_1				false	true	emp_wizard_lord_light	1
general	wh2_main_art_set_emp_wizard_lord_light_2				false	true	emp_wizard_lord_light	1
general	wh2_main_art_set_emp_wizard_lord_light_3				false	true	emp_wizard_lord_light	1
general	wh2_main_art_set_emp_wizard_lord_fire_1				false	true	emp_wizard_lord_fire	1
general	wh2_main_art_set_emp_wizard_lord_fire_2				false	true	emp_wizard_lord_fire	1
general	wh2_main_art_set_emp_wizard_lord_fire_3				false	true	emp_wizard_lord_fire	1
general	wh2_main_art_set_grn_savage_orc_warboss_1				false	true	grn_savage_orc_warboss	1
general	wh2_main_art_set_grn_savage_orc_warboss_2				false	true	grn_savage_orc_warboss	1
general	wh2_main_art_set_grn_savage_orc_warboss_3				false	true	grn_savage_orc_warboss	1
general	wh2_main_art_set_grn_savage_orc_shaman_1				false	true	grn_savage_orc_shaman	1
general	wh2_main_art_set_grn_savage_orc_shaman_2				false	true	grn_savage_orc_shaman	1
general	wh2_main_art_set_grn_savage_orc_shaman_3				false	true	grn_savage_orc_shaman	1
general	wh2_main_art_set_grn_savage_orc_shaman_4				false	true	grn_savage_orc_shaman	1
general	wh2_main_art_set_grn_orc_great_shaman_1				false	true	grn_orc_great_shaman	1
general	wh2_main_art_set_grn_orc_great_shaman_2				false	true	grn_orc_great_shaman	1
general	wh2_main_art_set_grn_orc_great_shaman_3				false	true	grn_orc_great_shaman	1
general	wh2_main_art_set_grn_orc_great_shaman_4				false	true	grn_orc_great_shaman	1
champion	wh2_main_art_set_dwf_giant_slayer_1				false	true	dwf_giant_slayer	1
champion	wh2_main_art_set_dwf_giant_slayer_2				false	true	dwf_giant_slayer	1
champion	wh2_main_art_set_dwf_giant_slayer_3				false	true	dwf_giant_slayer	1
champion	wh2_main_art_set_dwf_giant_slayer_4				false	true	dwf_giant_slayer	1
general	wh2_main_art_set_bst_doombull_1				false	true	bst_doombull	1
general	wh2_main_art_set_bst_doombull_2				false	true	bst_doombull	1
general	wh2_main_art_set_bst_doombull_3				false	true	bst_doombull	1
general	wh2_main_art_set_wef_darkweaver_1				false	true	wef_darkweaver	1
general	wh2_main_art_set_wef_darkweaver_2				false	true	wef_darkweaver	1
general	wh2_main_art_set_wef_darkweaver_3				false	true	wef_darkweaver	1
general	wh2_main_art_set_wef_highweaver_1				false	true	wef_highweaver	1
general	wh2_main_art_set_wef_highweaver_2				false	true	wef_highweaver	1
general	wh2_main_art_set_wef_highweaver_3				false	true	wef_highweaver	1
general	wh2_main_art_set_wef_spellweaver_1				false	true	wef_spellweaver	1
general	wh2_main_art_set_wef_spellweaver_2				false	true	wef_spellweaver	1
general	wh2_main_art_set_wef_spellweaver_3				false	true	wef_spellweaver	1
general	wh2_main_art_set_wef_spellweaver_4				false	true	wef_spellweaver	1
general	wh2_main_art_set_wef_spellweaver_5				false	true	wef_spellweaver	1
general	wh2_main_art_set_vmp_vampire_countess_1				false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_main_art_set_vmp_vampire_countess_2				false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_main_art_set_vmp_vampire_countess_3				false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_main_art_set_vmp_vampire_countess_4				false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_main_art_set_vmp_vampire_countess_5				false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_main_art_set_chs_shaggoth_champion_1				false	true	chs_shaggoth_champion	0.46
general	wh2_main_art_set_chs_shaggoth_champion_2				false	true	chs_shaggoth_champion	0.46
general	wh2_main_art_set_chs_shaggoth_champion_3				false	true	chs_shaggoth_champion	0.46
general	wh2_main_art_set_nor_fimir_warlord_1				false	true	nor_fimir_warlord	1
general	wh2_main_art_set_nor_fimir_warlord_2				false	true	nor_fimir_warlord	1
general	wh2_main_art_set_nor_fimir_warlord_3				false	true	nor_fimir_warlord	1
general	wh2_main_art_set_nor_fimir_warlord_4				false	true	nor_fimir_warlord	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_death_1				false	true	nor_shaman_sorcerer_lord_death	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_death_2				false	true	nor_shaman_sorcerer_lord_death	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_death_3				false	true	nor_shaman_sorcerer_lord_death	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_fire_1				false	true	nor_shaman_sorcerer_lord_fire	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_fire_2				false	true	nor_shaman_sorcerer_lord_fire	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_fire_3				false	true	nor_shaman_sorcerer_lord_fire	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_metal_1				false	true	nor_shaman_sorcerer_lord_metal	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_metal_2				false	true	nor_shaman_sorcerer_lord_metal	1
general	wh2_main_art_set_nor_shaman_sorcerer_lord_metal_3				false	true	nor_shaman_sorcerer_lord_metal	1
general	wh2_main_art_set_emp_wizard_lord_shadow_1				false	true	emp_wizard_lord_shadow	1
general	wh2_main_art_set_emp_wizard_lord_shadow_2				false	true	emp_wizard_lord_shadow	1
general	wh2_main_art_set_emp_wizard_lord_heavens_1				false	true	emp_wizard_lord_heavens	1
general	wh2_main_art_set_vmp_necrarch_1				false	true	wh2_dlc11_vmp_bloodline_necrarch	1
general	wh2_main_art_set_vmp_necrarch_2				false	true	wh2_dlc11_vmp_bloodline_necrarch	1
general	wh2_main_art_set_vmp_necrarch_3				false	true	wh2_dlc11_vmp_bloodline_necrarch	1
general	wh2_main_art_set_vmp_blood_knight_lord_1				false	true	wh2_dlc11_vmp_bloodline_blood_dragon	1
general	wh2_main_art_set_vmp_blood_knight_lord_2				false	true	wh2_dlc11_vmp_bloodline_blood_dragon	1
general	wh2_main_art_set_vmp_blood_knight_lord_3				false	true	wh2_dlc11_vmp_bloodline_blood_dragon	1
