campaign_character_arts_tables	7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
wh2_main_art_set_vmp_necrarch_1	0	0		none	wh2_uniform_vmp_necrarch_1			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782563		0	0	0
wh2_main_art_set_vmp_necrarch_2	0	0		none	wh2_uniform_vmp_necrarch_2			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782564		0	0	0
wh2_main_art_set_vmp_necrarch_3	0	0		none	wh2_uniform_vmp_necrarch_3			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782565		0	0	0
wh2_main_art_set_vmp_vampire_countess_1	0	0		none	wh2_uniform_vmp_vampire_countess_1			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	782566		0	0	0
wh2_main_art_set_vmp_vampire_countess_2	0	0		none	wh2_uniform_vmp_vampire_countess_2			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	782567		0	0	0
wh2_main_art_set_vmp_vampire_countess_3	0	0		none	wh2_uniform_vmp_vampire_countess_3			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	782568		0	0	0
wh2_main_art_set_vmp_vampire_countess_4	0	0		none	wh2_uniform_vmp_vampire_countess_4			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	782569		0	0	0
wh2_main_art_set_vmp_vampire_countess_5	0	0		none	wh2_uniform_vmp_vampire_countess_5			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	782570		0	0	0
wh2_main_art_set_vmp_blood_knight_lord_1	0	0		none	wh2_uniform_vmp_blood_knight_lord_1			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	782576		0	0	0
wh2_main_art_set_vmp_blood_knight_lord_2	0	0		none	wh2_uniform_vmp_blood_knight_lord_2			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	782577		0	0	0
wh2_main_art_set_vmp_blood_knight_lord_3	0	0		none	wh2_uniform_vmp_blood_knight_lord_3			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	782578		0	0	0
wh2_dlc11_art_set_vmp_bloodline_lahmian_01	0	0		none	wh2_uniform_vmp_vampire_countess_5			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	561432497		0	0	0
wh2_dlc11_art_set_vmp_bloodline_necrarch_01	0	0		none	wh2_uniform_vmp_necrarch_2			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	1537995048		0	0	0
