character_skill_level_to_effects_junctions_tables	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_enable_champion_assist_army_replenish_troops	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_enable_champion_hinder_agent_wound	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_enable_champion_hinder_army_block_army	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_enable_champion_hinder_settlement_damage_walls	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh2_main_effect_agent_action_champion_passive_spread_corruption	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_wef_shadowdancers	wh_main_effect_character_passive_religious_conversion	character_to_character_own	1	2
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_assist_army_scouting	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_hinder_agent_wound	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_hinder_army_hinder_replenishment	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_scout_settlement	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_steal_technology	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh2_main_effect_agent_action_enable_wizard_passive_spread_corruption	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_emp_amethyst_wizard	wh_main_effect_character_passive_religious_conversion	character_to_character_own	1	2
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_enable_champion_assist_army_replenish_troops	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh2_main_effect_agent_action_champion_passive_spread_corruption	character_to_character_own	1	1
wh2_main_skill_all_dummy_agent_actions_dwf_giantslayer	wh_main_effect_character_passive_religious_conversion	character_to_character_own	1	2
wh_main_skill_wef_highweaver_starting_spells	wh2_main_effect_magic_high_enable_apotheosis	character_to_character_own	1	1
wh_main_skill_wef_highweaver_starting_spells	wh2_main_effect_magic_high_enable_hand_of_glory	character_to_character_own	1	1
wh2_innate_necrarch_arcane_knowledge	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	1	20
wh2_innate_necrarch_arcane_knowledge	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	1	15
wh2_innate_necrarch_arcane_knowledge	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	general_to_force_enemy_regionwide	1	-5
wh2_innate_necrarch_seeker_of_the_prophecy	wh_main_effect_agent_movement_range_mod	character_to_character_own	1	10
wh2_innate_necrarch_seeker_of_the_prophecy	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	1	10
wh2_innate_necrarch_seeker_of_the_prophecy	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	1	10
wh2_innate_necrarch_scavenger	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	1	10
wh2_innate_necrarch_scavenger	wh2_main_effect_force_all_campaign_sacking_income	character_to_character_own	1	10
wh2_innate_necrarch_scavenger	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	1	20
wh2_innate_necrarch_thinker	wh_main_effect_agent_action_success_chance	region_to_character_own	1	3
wh2_innate_necrarch_thinker	wh_main_effect_technology_research_points	character_to_faction_unseen	1	5
wh2_innate_necrarch_thinker	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	1	10
wh2_innate_necrarch_engulfed_by_flames	wh_main_effect_ability_enable_fireball	character_to_character_own	1	1
wh2_innate_necrarch_engulfed_by_flames	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1	1
wh2_innate_necrarch_engulfed_by_flames	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	1	15
wh_main_skill_vmp_necrarch_starting_spells	wh_main_effect_magic_vampires_enable_invocation_of_nehek	character_to_character_own	1	1
wh_main_skill_vmp_necrarch_starting_spells	wh_main_effect_magic_death_enable_soulblight	character_to_character_own	1	1
wh2_innate_necrarch_infamous	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	10
wh2_innate_necrarch_infamous	wh_main_effect_agent_recruitment_xp_dignitary_vampire_counts	character_to_province_own	1	2
wh2_innate_necrarch_corrupted_by_warpstone	wh_main_effect_religion_conversion_skaven	character_to_character_own_provincetext	1	4
wh2_innate_necrarch_corrupted_by_warpstone	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	1	15
wh2_innate_necrarch_corrupted_by_warpstone	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	1	25
wh2_innate_necrarch_spectral_form	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	75
wh2_innate_necrarch_spectral_form	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	1	-30
wh2_innate_necrarch_spectral_form	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1	1
wh2_innate_vampire_hunter_in_the_dark	wh2_main_effect_enable_vanguard_deployment_low_tier_all	general_to_force_own	1	1
wh2_innate_vampire_hunter_in_the_dark	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	1	15
wh2_innate_vampire_hunter_in_the_dark	wh_main_effect_force_army_battle_unit_morale_during_ambushes	general_to_force_own	1	10
wh2_innate_vampire_night_creature	wh_main_effect_conquest_enable_night_battles	character_to_character_own	1	1
wh2_innate_vampire_night_creature	wh_main_effect_agent_movement_range_mod	character_to_character_own	1	5
wh2_innate_vampire_swiftness	wh_dlc03_effect_tech_movement_speed_all	general_to_force_own	1	10
wh2_innate_vampire_swiftness	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	1	5
wh2_innate_vampire_swiftness	wh_main_effect_unit_enable_attribute_strider	character_to_character_own	1	1
wh2_innate_vampire_defy_the_dawn	wh2_main_effect_non_vampire_territory_attrition_immunity	general_to_force_own	1	1
wh2_innate_necrarch_spectral_form	wh_main_effect_character_stat_mod_armour	character_to_character_own	1	-50
wh_main_skill_vmp_vampire_countess_shadow_starting_spells	wh_main_effect_magic_vampires_enable_invocation_of_nehek	character_to_character_own	1	1
wh_main_skill_vmp_vampire_countess_shadow_starting_spells	wh_dlc05_effect_magic_shadow_melkoths_mystifying_miasma	character_to_character_own	1	1
wh2_innate_vampire_countess_spectral_form	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	75
wh2_innate_vampire_countess_spectral_form	wh_main_effect_character_stat_mod_unit_health	character_to_character_own	1	-30
wh2_innate_vampire_countess_spectral_form	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1	1
wh2_innate_vampire_countess_spectral_form	wh_main_effect_character_stat_mod_armour	character_to_character_own	1	-90
wh2_innate_blood_knight_iron_sinews	wh_main_effect_character_stat_mod_armour	character_to_character_own	1	20
wh2_innate_blood_knight_walking_death	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	1	-6
wh2_innate_blood_knight_walking_death	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1	1
wh2_innate_blood_knight_infinite_hatred	wh_main_effect_force_unit_stat_melee_damage_attacking	character_to_character_own	1	7
wh2_innate_blood_knight_infinite_hatred	wh_main_effect_force_unit_stat_morale_attacking	character_to_character_own	1	10
wh2_innate_blood_knight_master_of_dark_creatures	wh2_main_effect_skill_melee_attack_increase_vmp_fell_bats	general_to_force_own	1	10
wh2_innate_blood_knight_master_of_dark_creatures	wh_main_effect_tech_hitpoints_increase_vmp_bats	general_to_force_own	1	10
wh2_innate_blood_knight_dread_knight	wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_melee_attack	character_to_character_own	1	5
wh2_innate_blood_knight_dread_knight	wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_charge_bonus	character_to_character_own	1	5
wh2_innate_blood_knight_wolf_kin	wh2_main_effect_skill_charge_speed_increase_vmp_dire_wolves	general_to_force_own	1	10
wh2_innate_blood_knight_wolf_kin	wh2_main_effect_skill_melee_attack_increase_vmp_dire_wolves	general_to_force_own	1	10
