character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_main_skill_node_dwf_slayer_giant_slayer_02	0	wh_main_skill_node_dwf_slayer_giant_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_03	0	wh_main_skill_node_dwf_slayer_giant_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_04	0	wh_main_skill_node_dwf_slayer_giant_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_05	0	wh_main_skill_node_dwf_slayer_giant_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_02	0	wh_main_skill_node_dwf_slayer_dragon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_03	0	wh_main_skill_node_dwf_slayer_dragon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_04	0	wh_main_skill_node_dwf_slayer_dragon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_05	0	wh_main_skill_node_dwf_slayer_dragon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_02	0	wh_main_skill_node_dwf_slayer_daemon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_03	0	wh_main_skill_node_dwf_slayer_daemon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_04	0	wh_main_skill_node_dwf_slayer_daemon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_05	0	wh_main_skill_node_dwf_slayer_daemon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_07	0	wh_main_skill_node_dwf_slayer_daemon_slayer_02	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_07	0	wh_main_skill_node_dwf_slayer_daemon_slayer_03	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_07	0	wh_main_skill_node_dwf_slayer_daemon_slayer_04	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_07	0	wh_main_skill_node_dwf_slayer_daemon_slayer_05	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_07	0	wh_main_skill_node_dwf_slayer_giant_slayer_02	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_07	0	wh_main_skill_node_dwf_slayer_giant_slayer_03	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_07	0	wh_main_skill_node_dwf_slayer_giant_slayer_04	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_07	0	wh_main_skill_node_dwf_slayer_giant_slayer_05	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_07	0	wh_main_skill_node_dwf_slayer_dragon_slayer_02	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_07	0	wh_main_skill_node_dwf_slayer_dragon_slayer_03	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_07	0	wh_main_skill_node_dwf_slayer_dragon_slayer_04	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_07	0	wh_main_skill_node_dwf_slayer_dragon_slayer_05	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_06	0	wh_main_skill_node_dwf_slayer_daemon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_daemon_slayer_07	0	wh_main_skill_node_dwf_slayer_daemon_slayer_06	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_06	0	wh_main_skill_node_dwf_slayer_giant_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_giant_slayer_07	0	wh_main_skill_node_dwf_slayer_giant_slayer_06	1	1	0	0	SUBSET_REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_06	0	wh_main_skill_node_dwf_slayer_dragon_slayer_01	1	1	0	0	REQUIRED
wh_main_skill_node_dwf_slayer_dragon_slayer_07	0	wh_main_skill_node_dwf_slayer_dragon_slayer_06	1	1	0	0	SUBSET_REQUIRED
