campaign_group_member_criteria_agent_subtypes_tables	0
agent_subtype	member
wh2_main_skv_warlock_engineer	wh2_dlc12_agent_action_expand_underempire
wh2_main_skv_warlock_engineer_ritual	wh2_dlc12_agent_action_expand_underempire_unique
wh2_main_lzd_lord_mazdamundi	wh2_stance_csc_lizardmen_slann_wh2_main_lzd_lord_mazdamundi
wh2_main_lzd_slann_mage_priest	wh2_stance_csc_lizardmen_slann_wh2_main_lzd_slann_mage_priest
wh2_dlc12_lzd_red_crested_skink_chief	wh2_stance_csc_lizardmen_wh2_dlc12_lzd_skink_chief_red_crested
wh2_dlc12_lzd_red_crested_skink_chief_legendary	wh2_stance_csc_lizardmen_wh2_dlc12_lzd_skink_chief_red_crested_legendary
wh2_dlc12_lzd_tehenhauin	wh2_stance_csc_lizardmen_wh2_dlc12_lzd_tehenhauin
wh2_dlc12_lzd_tiktaqto	wh2_stance_csc_lizardmen_wh2_dlc12_lzd_tiktaqto
wh2_main_lzd_kroq_gar	wh2_stance_csc_lizardmen_wh2_main_lzd_kroq_gar
wh2_main_lzd_saurus_old_blood	wh2_stance_csc_lizardmen_wh2_main_lzd_saurus_old_blood
