Loc PackedFile	1
key	text	tooltip
campaign_payload_ui_details_description_dummy_confederate_wh_dlc08_nor_norsca	Confederation formed with Norsca	true
campaign_payload_ui_details_description_dummy_sword_will_be_picked	Keep the Sword of Khaine	true
campaign_payload_ui_details_description_character_experience_change	Bonus experience: %1% for %2%	true
campaign_payload_ui_details_description_dummy_dlc10_death_night_cost_increase	[[col:dark_r]]Death Night Slave Requirement: +100[[/col]]	true
campaign_payload_ui_details_description_dummy_ocean_of_opportunities_second	This option generates a mission with a High Reward.	true
campaign_payload_ui_details_description_dummy_ocean_of_opportunities_first	This option generates a mission with a Medium Reward.	true
campaign_payload_ui_details_description_dummy_ocean_of_opportunities_third	This option generates a mission with a High Reward.	true
campaign_payload_ui_details_description_dummy_chivalry_confederation_cost_low	Chivalry: -70	true
campaign_payload_ui_details_description_issue_mission		true
campaign_payload_ui_details_description_dummy_sword_will_be_strong	The Sword of Khaine will grow in power	true
campaign_payload_ui_details_description_dummy_ocean_of_opportunities_fourth	This option generates a mission with a Low Reward.	true
campaign_payload_ui_details_description_play_movie		true
campaign_payload_ui_details_description_adopt		true
campaign_payload_ui_details_description_dummy_confederate_wh_main_nor_aesling	Confederation formed with the Aesling tribe	true
campaign_payload_ui_details_description_dummy_confederate_wh_dlc08_nor_goromadny_tribe	Confederation formed with the Goromadny Tribe	true
campaign_payload_ui_details_description_dummy_confederate_wh_main_nor_sarl	Confederation formed with the Sarl tribe	true
campaign_payload_ui_details_description_dummy_confederate_wh_main_nor_varg	Confederation formed with the Varg tribe	true
campaign_payload_ui_details_description_dummy_take_no_action	[[sortorder:1]][[/sortorder]]You will take no action.	true
campaign_payload_ui_details_description_dummy_vortex_final_battle_experience	Bonus experience: 8000 for all characters	true
campaign_payload_ui_details_description_damage_buildings_home_region	Buildings damaged	true
campaign_payload_ui_details_description_dummy_confederate_wh2_main_nor_mung	Confederation formed with the Mung tribe	true
campaign_payload_ui_details_description_dummy_confederate_carcassonne	Confederation formed with Carcassonne	true
campaign_payload_ui_details_description_dummy_dlc10_blood_voyage_next_turn	Blood Voyage will spawn next turn	true
campaign_payload_ui_details_description_unlock_state_religion_change		true
campaign_payload_ui_details_description_lose_trait	Trait lost: %1%	true
campaign_payload_ui_details_description_dummy_wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	Supply the fugitives. {{tr:treasury}}: -2500	true
campaign_payload_ui_details_description_spawn_agent	Hero recruited: %1%	true
campaign_payload_ui_details_description_dummy_wh2_dlc11_neo_counter_fight_chance	You may have to defeat a foe in battle	true
campaign_payload_ui_details_description_dummy_confederate_wh2_main_nor_skeggi	Confederation formed with the Skeggi tribe	true
campaign_payload_ui_details_description_gain_trait	Trait gained: %1%	true
campaign_payload_ui_details_description_dummy_confederate_bordeleaux	Confederation formed with Bordeleaux	true
campaign_payload_ui_details_description_dummy_confederate_wh_dlc08_nor_vanaheimlings	Confederation formed with the Vanaheimlings tribe	true
campaign_payload_ui_details_description_dummy_confederate_lyonesse	Confederation formed with Lyonesse	true
campaign_payload_ui_details_description_faction_slaves_change	Slaves: %+1%	true
campaign_payload_ui_details_description_dummy_confederate_bastonne	Confederation formed with Bastonne	true
campaign_payload_ui_details_description_dummy_confederate_parravon	Confederation formed with Parravon	true
campaign_payload_ui_details_description_dummy_confederate_bretonnia	Confederation formed with Bretonnia	true
