Loc PackedFile	1
key	text	tooltip
ui_text_replacements_localised_text_hp_campaign_point_1_astromancy	[[img:icon_ambush_stance]][[/img]][[sl:campaign_ambushes]]Ambushes[[/sl]] are much less effective against a [[sl:campaign_lizardmen]]Lizardmen[[/sl]] army in [[img:icon_astromancy_stance]][[/img]]Astromancy stance.	true
ui_text_replacements_localised_text_hp_campaign_point_2_astromancy	An army in [[img:icon_astromancy_stance]][[/img]]Astromancy stance will be more effective at intercepting nearby enemy [[sl:campaign_armies]]armies[[/sl]] moving through the [[img:icon_tunnelling_stance]][[/img]][[sl:campaign_underway]]Underway[[/sl]], [[img:icon_use_beastpaths_stance]][[/img]][[sl:campaign_beast_paths]]Beast-paths[[/sl]] or [[img:icon_use_beastpaths_stance]][[/img]][[sl:campaign_worldroots]]Worldroots[[/sl]].	true
ui_text_replacements_localised_text_hp_campaign_point_3_astromancy	The distance an army can see on the [[sl:campaign_campaign_map]]campaign map[[/sl]] is increased when using [[img:icon_astromancy_stance]][[/img]]Astromancy stance. However, the distance it can move per [[sl:campaign_turns]]turn[[/sl]] is decreased.	true
ui_text_replacements_localised_text_hp_campaign_point_4_astromancy	A selected Lizardmen army may be switched into [[img:icon_astromancy_stance]][[/img]]Astromancy stance using the stances rollout on the [[sl:campaign_character_info_panel]]Character Info panel[[/sl]].	true
ui_text_replacements_localised_text_low_morale_waaagh_campaign_map_tooltip	Armies with low [[img:icon_fightiness]][[/img]]fightiness will suffer losses due to [[img:icon_attrition]][[/img]]attrition.	true
ui_text_replacements_localised_text_hp_campaign_description_books_of_nagash	The nine accursed Books of Nagash are the most powerful source of necromantic magic in the world. In the Eye of the Vortex campaign, [[sl:campaign_tomb_kings]]Tomb King[[/sl]] factions seek to collect these books in order to gain control over the Black Pyramid.	true
ui_text_replacements_localised_text_hp_campaign_description_sword_of_khaine	The Sword of Khaine is a blade of ancient and terrible power. To its bearer it grants prodigious strength in [[sl:campaign_battles]]battle[[/sl]], yet stewardship of the sword can lead to civil unrest over time.	true
ui_text_replacements_localised_text_hp_campaign_description_recruit_black_ark_button	Black Arks may only be recruited from coastal settlements.	true
ui_text_replacements_localised_text_hp_campaign_description_skaven_forbidden_workshop_panel	Unlock unit upgrades and Doom-Rockets through the Forbidden Workshop panel.	true
ui_text_replacements_localised_text_military_force_morale_effect_post_waaagh	Post-Waaagh! Blues	true
