technology_character_traits_junctions_tables	0
character_trait	technology_node
wh2_dlc11_admiral_01_trait	tech_cst_admirals_01
wh2_dlc11_admiral_02_trait	tech_cst_admirals_02
wh2_dlc11_admiral_03_trait	tech_cst_admirals_03
wh2_dlc11_admiral_04_trait	tech_cst_admirals_04
wh2_dlc09_dummy_trait_dynasty_1	tech_dlc09_tmb_tomb_king_1
wh2_dlc09_dummy_trait_dynasty_2	tech_dlc09_tmb_tomb_king_2
wh2_dlc09_dummy_trait_dynasty_3	tech_dlc09_tmb_tomb_king_3
wh2_dlc09_dummy_trait_dynasty_4	tech_dlc09_tmb_tomb_king_4
wh2_dlc09_dummy_trait_dynasty_5	tech_dlc09_tmb_tomb_king_5
wh2_dlc09_dummy_trait_dynasty_6	tech_dlc09_tmb_tomb_king_6
