campaign_group_member_criteria_regions_tables	0
member	region
wh2_dlc09_settlement_tmb_great_pyramids_bhagar	wh2_main_shifting_sands_bhagar
wh2_dlc09_settlement_tmb_great_pyramids_black_pyramid	wh2_main_great_mortis_delta_black_pyramid_of_nagash
wh2_dlc09_settlement_tmb_great_pyramids_ka_sabar	wh2_main_shifting_sands_ka-sabar
wh2_dlc09_settlement_tmb_great_pyramids_khemri	wh2_main_land_of_the_dead_khemri
wh2_dlc09_settlement_tmb_great_pyramids_numas	wh2_main_ash_river_numas
wh2_dlc09_settlement_tmb_great_pyramids_quatar	wh2_main_ash_river_quatar
wh2_dlc09_settlement_tmb_great_pyramids_zandri	wh2_main_land_of_the_dead_zandri
wh2_dlc09_vor_settlement_tmb_great_pyramids_bhagar	wh2_main_vor_shifting_sands_bhagar
wh2_dlc09_vor_settlement_tmb_great_pyramids_black_pyramid	wh2_main_vor_great_mortis_delta_black_pyramid_of_nagash
wh2_dlc09_vor_settlement_tmb_great_pyramids_ka_sabar	wh2_main_vor_shifting_sands_ka-sabar
wh2_dlc09_vor_settlement_tmb_great_pyramids_khemri	wh2_main_vor_land_of_the_dead_khemri
wh2_dlc09_vor_settlement_tmb_great_pyramids_numas	wh2_main_vor_ash_river_numas
wh2_dlc09_vor_settlement_tmb_great_pyramids_quatar	wh2_main_vor_ash_river_quatar
wh2_dlc09_vor_settlement_tmb_great_pyramids_zandri	wh2_main_vor_land_of_the_dead_zandri
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_deadwood_shagrath	wh2_main_deadwood_shagrath
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_deadwood_the_frozen_city	wh2_main_deadwood_the_frozen_city
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_doom_glades_ice_rock_gorge	wh2_main_doom_glades_ice_rock_gorge
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_doom_glades_temple_of_addaioth	wh2_main_doom_glades_temple_of_addaioth
wh2_main_gc_abandoned_regions_wh2_main_def_dark_elves_wh2_main_the_black_flood_temple_of_khaine	wh2_main_the_black_flood_temple_of_khaine
wh2_main_gc_abandoned_regions_wh2_main_hef_high_elves_wh2_main_eataine_shrine_of_asuryan	wh2_main_eataine_shrine_of_asuryan
