Loc PackedFile	1
key	text	tooltip
campaign_statistics_strings_localised_description_military_captives_executed	{{tr:statistics_captives_executed}}	true
campaign_statistics_strings_localised_description_military_generals_recruited	Lords recruited:	true
campaign_statistics_strings_localised_description_military_captives_released	{{tr:statistics_captives_released}}	true
campaign_statistics_strings_localised_description_military_battles_heroic_victories	Heroic victories:	true
campaign_statistics_strings_localised_description_empire_factions_destroyed	Factions destroyed:	true
campaign_statistics_strings_localised_description_diplomacy_trade_max	Most trade agreements:	true
campaign_statistics_strings_localised_description_economy_expenditure_total_upkeep	Expenditure on upkeep:	true
campaign_statistics_strings_localised_description_diplomacy_allies_current	Current allies:	true
campaign_statistics_strings_localised_description_military_battles_victories_subterranean_intercept	Subterranean intercept victories:	true
campaign_statistics_strings_localised_description_military_battles_defeats	Total defeats:	true
campaign_statistics_strings_localised_description_military_generals_killed	Lords killed:	true
campaign_statistics_strings_localised_description_military_captives_enslaved	{{tr:statistics_captives_enslaved}}	true
campaign_statistics_strings_localised_description_diplomacy_war_total_declarations	War declarations:	true
campaign_statistics_strings_localised_description_economy_income_total_military_force_income	{{tr:statistics_economy_income_total_military_force_income}}	true
campaign_statistics_strings_localised_description_economy_income_total_trade	Income from trade:	true
campaign_statistics_strings_localised_description_agents_successful_actions	Successful Hero actions:	true
campaign_statistics_strings_localised_description_empire_provinces_current	Current provinces held:	true
campaign_statistics_strings_localised_description_empire_settlements_captured	Settlements captured:	true
campaign_statistics_strings_localised_description_military_battles_settlement	Minor settlement battles:	true
campaign_statistics_strings_localised_description_military_settlements_looted	Settlements looted and occupied:	true
campaign_statistics_strings_localised_description_military_forces_established	Total armies established:	true
campaign_statistics_strings_localised_description_military_battles_defeats_settlement	Minor settlement battle defeats:	true
campaign_statistics_strings_localised_description_agents_recruited	Heroes recruited:	true
campaign_statistics_strings_localised_description_military_battles_victories_ambush	Ambush battle victories:	true
campaign_statistics_strings_localised_description_diplomacy_war_max	Most wars:	true
campaign_statistics_strings_localised_description_economy_income_total_foreign_slot_income	{{tr:statistics_economy_income_total_foreign_slot_income}}	true
campaign_statistics_strings_localised_description_economy_income_max	Highest ever income:	true
campaign_statistics_strings_localised_description_economy_income_total_tax	Income from tax:	true
campaign_statistics_strings_localised_description_economy_expenditure_current	Current expenditure:	true
campaign_statistics_strings_localised_description_military_units_total_lost	Units lost:	true
campaign_statistics_strings_localised_description_agents_lost	Heroes lost:	true
campaign_statistics_strings_localised_description_empire_factions_encountered	Factions encountered:	true
campaign_statistics_strings_localised_description_completed_missions	Missions completed:	true
