Loc PackedFile	1
key	text	tooltip
campaign_map_attritions_unit_immunity_text_horde_infighting	Horde infighting	true
campaign_map_attritions_unit_card_tooltip_mountain	The mountain takes its toll. A wise Lord would find a road or leave this place.	true
campaign_map_attritions_unit_immunity_text_desertion		true
campaign_map_attritions_unit_immunity_text_besieged	When besieged	true
campaign_map_attritions_unit_immunity_text_besieging		true
campaign_map_attritions_unit_immunity_text_blockaded		true
campaign_map_attritions_unit_card_tooltip_besieged	The population of this besieged settlement is dying from malnutrition.	true
campaign_map_attritions_campaign_map_tooltip_sabotage	placeholder	true
campaign_map_attritions_unit_immunity_text_disease	Skaven plague	true
campaign_map_attritions_unit_immunity_text_mountain	Mountain	true
campaign_map_attritions_unit_immunity_text_maelstrom	Maelstroms	true
campaign_map_attritions_campaign_map_tooltip_deep_sea	Fleets will suffer losses due to [[img:icon_attrition]][[/img]]attrition when in deep waters.	true
campaign_map_attritions_unit_card_tooltip_horde_infighting	The rivalry between two mighty hordes has reached a tipping point. The warriors have began fighting each other!	true
campaign_map_attritions_unit_immunity_text_sea_monster_storm	Storm of Amanar	true
campaign_map_attritions_campaign_map_tooltip_non_vampire_territory	Undead armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when in territory controlled by the living.	true
campaign_map_attritions_unit_immunity_text_deep_sea	Deep sea	true
campaign_map_attritions_campaign_map_tooltip_event_attrition	This army is suffering [[img:icon_attrition]][[/img]]attritional losses due to a recent event.	true
campaign_map_attritions_campaign_map_tooltip_mountain	Armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition whilst crossing mountain passes.	true
campaign_map_attritions_campaign_map_tooltip_swamp	Armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when in swamp lands.	true
campaign_map_attritions_unit_immunity_text_blockading		true
campaign_map_attritions_campaign_map_tooltip_chaos_territory	Armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when in areas with high [[img:icon_corruption_chs]][[/img]]Chaos corruption.	true
campaign_map_attritions_unit_immunity_text_wasteland	Barren wasteland	true
campaign_map_attritions_unit_immunity_text_sabotage		true
campaign_map_attritions_unit_immunity_text_very_low_morale	{{tr:unit_immunity_text_very_low}}	true
campaign_map_attritions_unit_card_tooltip_hostile_territory	The Lizardmen in this area have performed the Rite of Sotek - many warriors are losing their lives to this environment.	true
campaign_map_attritions_unit_immunity_text_low_morale	{{tr:unit_immunity_text_low}}	true
campaign_map_attritions_campaign_map_tooltip_storm_sandstorm	Armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition during sandstorms.	true
campaign_map_attritions_unit_card_tooltip_sabotage	This army has been sabotaged; many have lost their lives.	true
campaign_map_attritions_campaign_map_tooltip_besieged	This settlement is suffering [[img:icon_attrition]][[/img]]attritional losses as it is under siege.	true
campaign_map_attritions_unit_immunity_text_regionless	Regionless	true
campaign_map_attritions_unit_card_tooltip_vampire_territory	Lands under the dominion of a Vampire take on a dread aspect – there is no sustenance here for the living, as their very life essence is leeched from their bodies.	true
campaign_map_attritions_campaign_map_tooltip_nurgle_plague	Armies will suffer losses due to [[img:icon_attrition]][[/img]]attrition when in a region suffering the Plague of the Crow.	true
campaign_map_attritions_campaign_map_tooltip_horde_infighting	Horde armies positioned in close proximity will begin infighting, and suffer losses due to [[img:icon_attrition]][[/img]]attrition.	true
