Loc PackedFile	1
key	text	tooltip
victory_types_display_name_wh2_main_victory_type_vortex_domination	Domination Victory	true
victory_types_display_name_wh_main_victory_type_long	Long Campaign Victory	true
victory_types_display_name_wh_main_victory_type_short	Short Campaign Victory	true
victory_types_display_name_wh_main_victory_type_mp_versus	Head to Head	true
victory_types_display_name_wh_main_victory_type_mp_coop	Co-Operative	true
victory_types_display_name_wh2_main_victory_type_vortex_vortex	Vortex Victory	true
victory_types_display_name_wh_dlc03_victory_type_ultimate	Ultimate Campaign Victory	true
victory_types_display_name_wh_dlc05_victory_type_ultimate	Ultimate Campaign Victory	true
victory_types_display_name_wh_dlc03_victory_type_major	Campaign Victory	true
victory_types_display_name_wh_dlc03_victory_type_minor	Minor Campaign Victory	true
victory_types_display_name_wh_dlc05_victory_type_major	Major Campaign Victory	true
victory_types_display_name_wh_dlc05_victory_type_minor	Minor Campaign Victory	true
