Loc PackedFile	1
key	text	tooltip
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_horses2	Level III horses	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_horses1	Level II horses	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_horses0	Level I horses	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_attack4	attack training: elite	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_attack1	attack training: regular	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_attack0	attack training: green	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_attack3	attack training: veteran	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_attack2	attack training: experienced	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_weapon0	Level I weapons	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_weapon1	Level II weapons	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_weapon2	Level III weapons	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_morale3	morale training: veteran	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_morale2	morale training: experienced	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_morale1	morale training: regular	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_morale0	morale training: green	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_morale4	morale training: elite	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_charge0	charge training: green	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_charge1	charge training: regular	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_charge2	charge training: experienced	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_charge3	charge training: veteran	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_charge4	charge training: elite	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_shield0	Level I shields	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_shield1	Level II shields	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_shield2	Level III shields	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_armour0	Level I armour	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_armour1	Level II armour	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_armour2	Level III armour	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_defence4	defence training: elite	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_defence2	defence training: experienced	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_defence3	defence training: veteran	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_defence0	defence training: green	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_defence1	defence training: regular	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_hull_health2	Level III hulls	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_hull_health0	Level I hulls	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_hull_health1	Level II hulls	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_accuracy0	accuracy training: green	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_accuracy1	accuracy training: regular	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_accuracy2	accuracy training: experienced	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_accuracy3	accuracy training: veteran	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_accuracy4	accuracy training: elite	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_ammunition0	Level I ammo	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_ammunition1	Level II ammo	true
campaign_unit_stat_bonuses_description_campaign_unit_stat_bonus_type_ammunition2	Level III ammo	true
