Loc PackedFile	1
key	text	tooltip
famous_battle_pools_battle_name_8	Battle at the Cliff of Beasts	true
famous_battle_pools_battle_name_9	Battle at the Estalian Tomb	true
famous_battle_pools_battle_name_6	Battle at the Burial Ground of Grudsnik da Magnificent	true
famous_battle_pools_battle_name_7	Battle of the Central Chaos Wastes	true
famous_battle_pools_battle_name_4	Battle of Bloodpine Woods	true
famous_battle_pools_battle_name_5	Battle of Broken Leg Gully	true
famous_battle_pools_battle_name_2	Battle at the Ancient Dragon Cave	true
famous_battle_pools_battle_name_3	Battle at the Barrier Idols	true
famous_battle_pools_battle_name_1	Battle of Black Fire Pass	true
famous_battle_pools_battle_name_21	Battle of Troll Country	true
famous_battle_pools_battle_name_20	Battle of the Southern Chaos Wastes	true
famous_battle_pools_battle_name_23	Battle of Todtheim	true
famous_battle_pools_battle_name_22	The Threat from the North	true
famous_battle_pools_battle_name_15	Battle of Leitziger Ford	true
famous_battle_pools_battle_name_14	Battle at La Maisontaal Abbey	true
famous_battle_pools_battle_name_17	Battle of the Northen Chaos Wastes	true
famous_battle_pools_battle_name_16	Battle at Marbad's Tomb	true
famous_battle_pools_battle_name_11	Battle at the Golden Monolith	true
famous_battle_pools_battle_name_10	Battle of Glacial Lake	true
famous_battle_pools_battle_name_13	Battle of High Pass	true
famous_battle_pools_battle_name_12	Battle of Hel Fenn	true
famous_battle_pools_battle_name_19	Battle at the Shrine of Ill Omen	true
famous_battle_pools_battle_name_18	Battle at the Pillar of Bone	true
