character_skill_level_details_tables	0
campaign_key	faction_key	image_path	level	skill_key	subculture_key	unlocked_at_rank
		x	1	wh2_dlc04_skill_vmp_lord_unique_helman_ghorst_battle_1		11
		x	1	wh2_dlc07_skill_brt_alberic_special_0		9
		x	1	wh2_dlc07_skill_brt_fay_enchantress_special_0		9
		x	1	wh2_dlc07_skill_brt_fay_enchantress_special_1		9
		x	1	wh2_dlc07_skill_brt_fay_enchantress_special_2		9
		x	1	wh2_dlc07_skill_brt_fay_enchantress_special_3		9
		x	1	wh2_dlc07_skill_brt_louen_special_0		9
		x	1	wh2_dlc07_skill_brt_louen_special_1		9
		x	1	wh2_dlc07_skill_brt_louen_special_2		9
		x	1	wh2_dlc07_skill_brt_louen_special_3		9
		x	1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_coming_back		9
		x	1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_master_of_guile		9
		x	1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_stay_here_ill_get_help		9
		x	1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_tretchs_raiders		9
		x	1	wh2_dlc09_skill_skv_lord_unique_tretch_craventail_vanished		9
		x	1	wh2_dlc09_skill_skv_tretch_craventail_unique_life_is_cheap		4
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_0		9
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_1		9
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_2		9
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_3		9
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_4		9
		x	1	wh2_dlc09_skill_tmb_arkhan_unique_5		9
		x	1	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeletal_steed		3
		x	1	wh2_dlc09_skill_tmb_champion_unique_tomb_prince_skeleton_chariot		9
		x	1	wh2_dlc09_skill_tmb_engineer_unique_necrotect_skeleton_chariot		9
		x	1	wh2_dlc09_skill_tmb_god_blessing_0		9
		x	1	wh2_dlc09_skill_tmb_god_blessing_1		9
		x	1	wh2_dlc09_skill_tmb_god_blessing_2		9
		x	1	wh2_dlc09_skill_tmb_god_blessing_3		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_0		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_1		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_2		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_3		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_4		9
		x	1	wh2_dlc09_skill_tmb_khalida_unique_5		9
		x	1	wh2_dlc09_skill_tmb_khatep_arcane_knowledge		3
		x	1	wh2_dlc09_skill_tmb_khatep_mortuary_cult_scholar		5
		x	1	wh2_dlc09_skill_tmb_khatep_mount_casket_of_souls		17
		x	1	wh2_dlc09_skill_tmb_khatep_soul_binding		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_0		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_1		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_2		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_3		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_4		9
		x	1	wh2_dlc09_skill_tmb_khatep_unique_5		9
		x	1	wh2_dlc09_skill_tmb_khatep_witness_to_the_golden_age		7
		x	1	wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary		9
		x	1	wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation		9
		x	1	wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore		9
		x	1	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeletal_steed		6
		x	1	wh2_dlc09_skill_tmb_lord_unique_arkhan_skeleton_chariot		13
		x	1	wh2_dlc09_skill_tmb_lord_unique_khalida_necroserpent		13
		x	1	wh2_dlc09_skill_tmb_lord_unique_khalida_skeleton_chariot		9
		x	1	wh2_dlc09_skill_tmb_lord_unique_khatep_skeletal_steed		6
		x	1	wh2_dlc09_skill_tmb_lord_unique_khatep_skeleton_chariot		13
		x	1	wh2_dlc09_skill_tmb_lord_unique_settra_chariot_of_the_gods		17
		x	1	wh2_dlc09_skill_tmb_lord_unique_settra_khemrian_warsphinx		13
		x	1	wh2_dlc09_skill_tmb_lord_unique_settra_skeletal_steed		3
		x	1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_khemrian_warsphinx		13
		x	1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeletal_steed		3
		x	1	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeleton_chariot		9
		x	1	wh2_dlc09_skill_tmb_necrotect_inscription_of_repair		9
		x	1	wh2_dlc09_skill_tmb_necrotect_jackal_specialised		9
		x	1	wh2_dlc09_skill_tmb_necrotect_master_constructor		9
		x	1	wh2_dlc09_skill_tmb_necrotect_master_heirotitan		13
		x	1	wh2_dlc09_skill_tmb_necrotect_master_necrosphinx		13
		x	1	wh2_dlc09_skill_tmb_necrotect_master_warsphinx		13
		x	1	wh2_dlc09_skill_tmb_necrotect_scorpions_specialised		9
		x	1	wh2_dlc09_skill_tmb_necrotect_serpentine_specialised		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_0		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_1		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_2		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_3		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_4		9
		x	1	wh2_dlc09_skill_tmb_settra_unique_5		9
		x	1	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant		3
		x	1	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages		7
		x	1	wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality		11
		x	1	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir		7
		x	1	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness		3
		x	1	wh2_dlc09_skill_tmb_tomb_king_trapped_soul		11
		x	1	wh2_dlc09_skill_tmb_tomb_prince_cultist		9
		x	1	wh2_dlc09_skill_tmb_tomb_prince_royalty_at_arm		9
		x	1	wh2_dlc09_skill_tmb_tomb_prince_throne_successor		9
		x	1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_death_skeletal_steed		6
		x	1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_light_skeletal_steed		6
		x	1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_nehekhara_skeletal_steed		6
		x	1	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_shadow_skeletal_steed		6
		x	1	wh2_dlc10_skill_def_crone_mount_cauldron_of_blood		9
		x	1	wh2_dlc10_skill_def_crone_mount_dark_steed		3
		x	1	wh2_dlc10_skill_def_crone_mount_manticore		13
		x	1	wh2_dlc10_skill_def_crone_unique_first_bride_of_khaine		9
		x	1	wh2_dlc10_skill_def_crone_unique_greater_ward_of_khaine		7
		x	1	wh2_dlc10_skill_def_sorceress_beasts_mount_cold_one		10
		x	1	wh2_dlc10_skill_def_sorceress_beasts_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_sorceress_beasts_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_sorceress_death_mount_cold_one		10
		x	1	wh2_dlc10_skill_def_sorceress_death_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_sorceress_death_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_black_dragon		21
		x	1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_cold_one		11
		x	1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_manticore		17
		x	1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_black_dragon		21
		x	1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_cold_one		11
		x	1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_manticore		17
		x	1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_black_dragon		21
		x	1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_cold_one		11
		x	1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_death_mount_manticore		17
		x	1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_black_dragon		21
		x	1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_cold_one		11
		x	1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_manticore		17
		x	1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_black_dragon		21
		x	1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_cold_one		11
		x	1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_pegasus		15
		x	1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_steed		6
		x	1	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_manticore		17
		x	1	wh2_dlc10_skill_dwf_generic_oath_of_forging		2
		x	1	wh2_dlc10_skill_dwf_runesmith_generic_master_of_the_forge		2
		x	1	wh2_dlc10_skill_hef_alarielle_fire_and_blood_1		11
		x	1	wh2_dlc10_skill_hef_alarielle_mount_barded_ithilmar_steed		10
		x	1	wh2_dlc10_skill_hef_alarielle_mount_elven_steed		6
		x	1	wh2_dlc10_skill_hef_alarielle_mount_great_eagle		15
		x	1	wh2_dlc10_skill_hef_alarielle_tradition_1		11
		x	1	wh2_dlc10_skill_hef_alarielle_unique_chaos_bane		13
		x	1	wh2_dlc10_skill_hef_alarielle_unique_ishas_blessing		7
		x	1	wh2_dlc10_skill_hef_alarielle_unique_touch_of_the_everqueen		11
		x	1	wh2_dlc10_skill_hef_alarielle_unique_ward_of_isha		7
		x	1	wh2_dlc10_skill_hef_alith_anar_unique_infiltrator		7
		x	1	wh2_dlc10_skill_hef_alith_anar_unique_no_rest_for_wicked		11
		x	1	wh2_dlc10_skill_hef_alith_anar_unique_revenant		9
		x	1	wh2_dlc10_skill_hef_handmaiden_barded_ithilmar_steed		6
		x	1	wh2_dlc10_skill_hef_handmaiden_diplomat_0		11
		x	1	wh2_dlc10_skill_hef_handmaiden_diplomat_1		11
		x	1	wh2_dlc10_skill_hef_handmaiden_diplomat_2		11
		x	1	wh2_dlc10_skill_hef_handmaiden_diplomat_3		11
		x	1	wh2_dlc10_skill_hef_handmaiden_elven_steed		3
		x	1	wh2_dlc10_skill_hef_handmaiden_favoured_of_isha		15
		x	1	wh2_dlc10_skill_hef_handmaiden_lieutenant_0		11
		x	1	wh2_dlc10_skill_hef_handmaiden_lieutenant_1		11
		x	1	wh2_dlc10_skill_hef_handmaiden_lieutenant_2		11
		x	1	wh2_dlc10_skill_hef_handmaiden_lieutenant_3		11
		x	1	wh2_dlc10_skill_hef_handmaiden_protector_0		11
		x	1	wh2_dlc10_skill_hef_handmaiden_protector_1		11
		x	1	wh2_dlc10_skill_hef_handmaiden_protector_2		11
		x	1	wh2_dlc10_skill_hef_handmaiden_protector_3		11
		x	1	wh2_dlc10_skill_hef_mage_heavens_mount_elven_steed		6
		x	1	wh2_dlc10_skill_hef_mage_heavens_mount_ithilmar_chariot		13
		x	1	wh2_dlc10_skill_hef_mage_shadows_mount_elven_steed		6
		x	1	wh2_dlc10_skill_hef_mage_shadows_mount_ithilmar_chariot		13
		x	1	wh2_dlc11_skill_cst_agent_crime_1		8
		x	1	wh2_dlc11_skill_cst_agent_crime_2		8
		x	1	wh2_dlc11_skill_cst_agent_crime_3		8
		x	1	wh2_dlc11_skill_cst_aranessa_unique_0		11
		x	1	wh2_dlc11_skill_cst_arsonist_aranessa		8
		x	1	wh2_dlc11_skill_cst_cylostra_unique_0		11
		x	1	wh2_dlc11_skill_cst_cylostra_unique_1		2
		x	1	wh2_dlc11_skill_cst_cylostra_unique_2		5
		x	1	wh2_dlc11_skill_cst_cylostra_unique_3		8
		x	1	wh2_dlc11_skill_cst_cylostra_unique_4		11
		x	1	wh2_dlc11_skill_cst_cylostra_unique_5		11
		x	1	wh2_dlc11_skill_cst_lokhir_mount		17
		x	1	wh2_dlc11_skill_cst_lokhir_unique_0		11
		x	1	wh2_dlc11_skill_cst_lord_crime_0		8
		x	1	wh2_dlc11_skill_cst_lord_crime_1		8
		x	1	wh2_dlc11_skill_cst_lord_crime_2		8
		x	1	wh2_dlc11_skill_cst_lord_crime_2_sword		8
		x	1	wh2_dlc11_skill_cst_lord_crime_3		8
		x	1	wh2_dlc11_skill_cst_loyal_lord		29
		x	1	wh2_dlc11_skill_cst_luthor_unique_0		11
		x	1	wh2_dlc11_skill_cst_misc_1		4
		x	1	wh2_dlc11_skill_cst_misc_2		9
		x	1	wh2_dlc11_skill_cst_misc_haunter_of_the_dark		4
		x	1	wh2_dlc11_skill_cst_mount_admiral		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_death		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_deep		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_fem		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_fem_death		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_fem_deep		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_tech_01		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_tech_02		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_tech_03		9
		x	1	wh2_dlc11_skill_cst_mount_admiral_tech_04		9
		x	1	wh2_dlc11_skill_cst_mount_aranessa		9
		x	1	wh2_dlc11_skill_cst_mount_cylostra		17
		x	1	wh2_dlc11_skill_cst_mount_fleet_captain		9
		x	1	wh2_dlc11_skill_cst_mount_fleet_captain_death		9
		x	1	wh2_dlc11_skill_cst_mount_fleet_captain_deep		9
		x	1	wh2_dlc11_skill_cst_mount_gunnery_wight		9
		x	1	wh2_dlc11_skill_cst_mount_harkon		17
		x	1	wh2_dlc11_skill_cst_mount_noctilus		17
		x	1	wh2_dlc11_skill_cst_noctilus_unique_0		11
		x	1	wh2_dlc11_skill_cst_poacher_aranessa		8
		x	1	wh2_dlc11_skill_cst_smuggler_aranessa		8
		x	1	wh2_dlc11_skill_emp_boris_unique_imperial_griffon		15
		x	1	wh2_dlc11_skill_emp_boris_unique_imperial_pegasus		11
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_barded_nightmare		7
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_doomrider		9
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_grave_sentinels		9
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_hellsteed		9
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_the_ordo_draconis		9
		x	1	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_zombie_dragon		17
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_barded_nightmare		7
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_deathly_vigour		5
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_hellsteed		9
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_hive_mind		9
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_queen_bee		9
		x	1	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_zombie_dragon		17
		x	1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_barded_nightmare		11
		x	1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_cynosure		5
		x	1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_hellsteed		9
		x	1	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_zombie_dragon		21
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_curse_of_vorag		9
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_grave_eaters		5
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_infinite_hatred		9
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_monstrosities_of_morr		9
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_terrorgheist		19
		x	1	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_the_grotesque_court		9
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_barded_nightmare		7
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_benevolent_overlord		9
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_cattle_herder		9
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_fell_nest		9
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_hellsteed		9
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_sylvanian_marksmen		4
		x	1	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_zombie_dragon		17
		x	1	wh2_dlc11_skill_vmp_isabella_unique_1		11
		x	1	wh2_dlc11_skill_vmp_isabella_unique_2		11
		x	1	wh2_dlc11_skill_vmp_isabella_unique_3		11
		x	1	wh2_dlc11_skill_vmp_isabella_unique_4		11
		x	1	wh2_dlc11_skill_vmp_isabella_unique_5		11
		x	1	wh2_dlc11_skill_vmp_lord_unique_kemmler_barded_nightmare		11
		x	1	wh2_dlc12_skill_brt_hidden_skill_all_bretonnian_vows_king_louen		1
		x	1	wh2_dlc12_skill_brt_hidden_skill_bretonnian_knights_vow_alberic		1
		x	1	wh2_dlc12_skill_lzd_kroak_campaign_irrepressible		14
		x	1	wh2_dlc12_skill_lzd_lord_kroak_colossal_deliverance		9
		x	1	wh2_dlc12_skill_lzd_lord_kroak_colossal_deliverance_cooldown		19
		x	1	wh2_dlc12_skill_lzd_lord_kroak_eternity_guardians		11
		x	1	wh2_dlc12_skill_lzd_lord_kroak_first_spawn		11
		x	1	wh2_dlc12_skill_lzd_lord_kroak_greater_ward_of_the_old_ones		11
		x	1	wh2_dlc12_skill_lzd_lord_kroak_ultimate_deliverance		19
		x	1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_ancient_stegadon		20
		x	1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_horned_one		6
		x	1	wh2_dlc12_skill_lzd_red_crested_skink_chief_mount_ripperdactyl		9
		x	1	wh2_dlc12_skill_lzd_red_crested_skink_chief_warriors_crest		11
		x	1	wh2_dlc12_skill_lzd_skink_chief_mount_ancient_stegadon		20
		x	1	wh2_dlc12_skill_lzd_skink_priest_beasts_mount_ancient_stegadon		23
		x	1	wh2_dlc12_skill_lzd_skink_priest_beasts_mount_ancient_stegadon_engine_gods		26
		x	1	wh2_dlc12_skill_lzd_skink_priest_heavens_mount_ancient_stegadon		23
		x	1	wh2_dlc12_skill_lzd_skink_priest_heavens_mount_ancient_stegadon_engine_gods		26
		x	1	wh2_dlc12_skill_lzd_tehenhauin_0		11
		x	1	wh2_dlc12_skill_lzd_tehenhauin_4		11
		x	1	wh2_dlc12_skill_lzd_tehenhauin_mount_ancient_stegadon_engine_gods		19
		x	1	wh2_dlc12_skill_lzd_tehenhauin_mount_horned_one		6
		x	1	wh2_dlc12_skill_lzd_tehenhauin_mount_ripperdactyl		9
		x	1	wh2_dlc12_skill_lzd_tiktaqto_unique_precision_strike		11
		x	1	wh2_dlc12_skill_lzd_tlaqua_skink_priest_beasts_mount_ancient_stegadon_engine_gods		26
		x	1	wh2_dlc12_skill_lzd_tlaqua_skink_priest_heavens_mount_ancient_stegadon_engine_gods		26
		x	1	wh2_dlc12_skill_skv_engineer_unique_0		9
		x	1	wh2_dlc12_skill_skv_engineer_unique_1		9
		x	1	wh2_dlc12_skill_skv_engineer_unique_2		12
		x	1	wh2_dlc12_skill_skv_engineer_unique_3		12
		x	1	wh2_dlc12_skill_skv_engineer_unique_4		12
		x	1	wh2_dlc12_skill_skv_ikit_mount_doom_flayer		6
		x	1	wh2_dlc12_skill_skv_ikit_mount_doomwheel		14
		x	1	wh2_dlc12_skill_skv_ikit_unique_0		9
		x	1	wh2_dlc12_skill_skv_warlock_master_mount_doom_flayer		6
		x	1	wh2_dlc12_skill_skv_warlock_master_mount_doomwheel		14
		x	1	wh2_main_skill_all_immortality_hero		19
		x	1	wh2_main_skill_all_immortality_lord		19
		x	1	wh2_main_skill_all_magic_high_03_lore_attribute_teclis		9
		x	1	wh2_main_skill_assassin_unique_loyalty		3
		x	1	wh2_main_skill_def_assassin_missile_range_hawk_eyed		3
		x	1	wh2_main_skill_def_death_hag_bride_of_khaine		9
		x	1	wh2_main_skill_def_death_hag_gift_1		7
		x	1	wh2_main_skill_def_death_hag_gift_2		7
		x	1	wh2_main_skill_def_death_hag_mount_cauldron_of_blood		9
		x	1	wh2_main_skill_def_dreadlord_fem_mount_black_dragon		17
		x	1	wh2_main_skill_def_dreadlord_fem_mount_cold_one		6
		x	1	wh2_main_skill_def_dreadlord_fem_mount_dark_pegasus		13
		x	1	wh2_main_skill_def_dreadlord_fem_mount_dark_steed		3
		x	1	wh2_main_skill_def_dreadlord_mount_black_dragon		17
		x	1	wh2_main_skill_def_dreadlord_mount_cold_one		6
		x	1	wh2_main_skill_def_dreadlord_mount_dark_pegasus		13
		x	1	wh2_main_skill_def_dreadlord_mount_dark_steed		3
		x	1	wh2_main_skill_def_generic_eternal_hatred		5
		x	1	wh2_main_skill_def_generic_hekartis_blessing		3
		x	1	wh2_main_skill_def_generic_hekartis_blessing_morathi		5
		x	1	wh2_main_skill_def_generic_sadistic		3
		x	1	wh2_main_skill_def_generic_ward_of_hekarti		7
		x	1	wh2_main_skill_def_generic_ward_of_khaine		7
		x	1	wh2_main_skill_def_malekith_absolute_power		9
		x	1	wh2_main_skill_def_malekith_mount_cold_one		6
		x	1	wh2_main_skill_def_malekith_mount_cold_one_chariot		9
		x	1	wh2_main_skill_def_malekith_mount_seraphon		17
		x	1	wh2_main_skill_def_malekith_tyrant_0		11
		x	1	wh2_main_skill_def_malekith_warleader_1		11
		x	1	wh2_main_skill_def_morathi_mount_sulephet		11
		x	1	wh2_main_skill_def_morathi_unique_0		11
		x	1	wh2_main_skill_def_morathi_unique_2		11
		x	1	wh2_main_skill_def_names_of_power_1		9
		x	1	wh2_main_skill_def_names_of_power_2		9
		x	1	wh2_main_skill_def_names_of_power_3		9
		x	1	wh2_main_skill_def_sorceress_dark_mount_cold_one		10
		x	1	wh2_main_skill_def_sorceress_dark_mount_dark_pegasus		15
		x	1	wh2_main_skill_def_sorceress_dark_mount_dark_steed		6
		x	1	wh2_main_skill_def_sorceress_fire_mount_cold_one		10
		x	1	wh2_main_skill_def_sorceress_fire_mount_dark_pegasus		15
		x	1	wh2_main_skill_def_sorceress_fire_mount_dark_steed		6
		x	1	wh2_main_skill_def_sorceress_shadow_mount_cold_one		10
		x	1	wh2_main_skill_def_sorceress_shadow_mount_dark_pegasus		15
		x	1	wh2_main_skill_def_sorceress_shadow_mount_dark_steed		6
		x	1	wh2_main_skill_def_spy_poison_1		5
		x	1	wh2_main_skill_def_spy_poison_2		5
		x	1	wh2_main_skill_def_spy_poison_3		5
		x	1	wh2_main_skill_def_spy_unbreakable		9
		x	1	wh2_main_skill_def_witchbrew		7
		x	1	wh2_main_skill_hef_alastar_unique_1		5
		x	1	wh2_main_skill_hef_dedication_addaioth		9
		x	1	wh2_main_skill_hef_dedication_asuryan		9
		x	1	wh2_main_skill_hef_dedication_hoeth		9
		x	1	wh2_main_skill_hef_dedication_hukon		9
		x	1	wh2_main_skill_hef_dedication_isha		9
		x	1	wh2_main_skill_hef_dedication_kurnous		9
		x	1	wh2_main_skill_hef_dedication_mathlann		9
		x	1	wh2_main_skill_hef_dedication_vaul		9
		x	1	wh2_main_skill_hef_generic_lileaths_blessing		3
		x	1	wh2_main_skill_hef_generic_speed_of_asuryan		3
		x	1	wh2_main_skill_hef_generic_warding_of_hoeth		7
		x	1	wh2_main_skill_hef_generic_warding_of_loec		7
		x	1	wh2_main_skill_hef_mage_high_mount_elven_steed		6
		x	1	wh2_main_skill_hef_mage_high_mount_ithilmar_chariot		13
		x	1	wh2_main_skill_hef_mage_life_mount_elven_steed		6
		x	1	wh2_main_skill_hef_mage_life_mount_ithilmar_chariot		13
		x	1	wh2_main_skill_hef_mage_light_mount_elven_steed		6
		x	1	wh2_main_skill_hef_mage_light_mount_ithilmar_chariot		13
		x	1	wh2_main_skill_hef_noble_barded_ithilmar_steed		6
		x	1	wh2_main_skill_hef_noble_great_eagle		11
		x	1	wh2_main_skill_hef_noble_ithilmar_chariot		11
		x	1	wh2_main_skill_hef_noble_unique_1		9
