Loc PackedFile	1
key	text	tooltip
missions_localised_description_wh2_dlc11_grudge_defeat_army_cst	Afore Valaya’s saddened eyes, the filthy Uzkular of the sea have snatched a righteous victory from true, honest Dawi warriors. The Mother Goddess demands we hunt down this host and send them back to the depths… permanently!	true
missions_localised_title_wh2_dlc09_tmb_arkhan_the_staff_of_nagash_stage_4	The Staff of Nagash	true
missions_localised_description_wh_dlc05_mis_wef_assassinate_character_agent_bst	This vile and unnatural Beastman seems determined to ruin our plans. Show it the fury of the forest - destroy this blight!	true
missions_localised_title_wh2_dlc09_tmb_arkhan_the_staff_of_nagash_stage_1	The Staff of Nagash	true
missions_localised_title_wh2_dlc09_tmb_arkhan_the_staff_of_nagash_stage_3	The Staff of Nagash	true
missions_localised_title_wh2_dlc09_tmb_arkhan_the_staff_of_nagash_stage_2	The Staff of Nagash	true
missions_localised_title_dlc09_main_tmb_khalida_early_game_enact_commandment	High Queen’s Command	true
missions_localised_title_wh_dlc03_mis_bst_engage_force_army_generic	Face the Fury	true
missions_localised_title_wh_dlc03_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_1_grandcampaign	The Icons of Vilification	true
missions_localised_title_wh_dlc03_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_2_grandcampaign	The Icons of Vilification	true
missions_localised_title_wh_dlc03_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_4_grandcampaign	The Icons of Vilification	true
missions_localised_title_wh_dlc03_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_5_grandcampaign	The Icons of Vilification	true
missions_localised_title_wh2_main_lzd_mazdamundi_early_game_trade_agreement	Useless Baubles	true
missions_localised_description_wh2_main_hef_alarielle_early_game_non_aggression_pact	"We cannot and should not fight all of Ulthuan, my queen. Seek common cause with Ellyrion."\n\nLearn more about non-aggression pacts [[url:script_link_campaign_non_aggression_pacts]][[tooltip:{{tt:tooltip_campaign_non_aggression_pacts}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	true
missions_localised_title_wh_main_mis_chs_engage_force_army_invading_generic	Invasion!	true
missions_localised_title_wh_dlc05_mis_wef_engage_force_army_generic	The Will of the Forest	true
missions_localised_description_wh2_main_def_hellebron_early_game_upgrade_settlement_part_two	"Momentum gathers. Druchii flock to your banners. Betrayal is inevitable if you do not rule with a strong hand. For now, take advantage of your growing following and expand your settlements."\n\nLearn more about provincial growth [[url:script_link_campaign_growth]][[tooltip:{{tt:tooltip_campaign_growth}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	true
missions_localised_title_wh2_main_skv_queek_early_game_rogue_armies	Rogue Things	true
missions_localised_description_wh_pro01_dwf_grombrindal_rune_helm_of_zhufbar_stage_4.1	With the Slayers now part of Grombrindal's throng, it is time to end this Warboss' Waaagh! Grombrindal sends a Thane out to find the Orc-filth's horde.	true
