Loc PackedFile	1
key	text	tooltip
ground_type_stat_effect_groups_onscreen_name_aquatic_small	Aquatic	true
ground_type_stat_effect_groups_onscreen_name_ethereal	Ethereal Units	true
ground_type_stat_effect_groups_onscreen_name_aquatic_large	Aquatic	true
ground_type_stat_effect_groups_onscreen_name_large	Large Units	true
ground_type_stat_effect_groups_onscreen_name_small	Small Units	true
ground_type_stat_effect_groups_onscreen_name_small_strider	Small Units	true
ground_type_stat_effect_groups_onscreen_name_elves_wef	Forest Stalkers	true
ground_type_stat_effect_groups_onscreen_name_large_bst	Large Units	true
ground_type_stat_effect_groups_onscreen_name_small_forest_strider	Forest Strider	true
